customer_id,signup_date,gender,city,channel,is_premium,age
CUST-00157,2024-08-03,F,Santa Marta,presencial,0,53
CUST-00158,2023-03-22,F,Cali,social_media,0,39
CUST-00159,2023-03-29,F,Barranquilla,presencial,1,23
CUST-00160,2024-05-12,M,Cartagena,social_media,0,41
CUST-00161,2023-03-12,F,Medellín,online,0,25
CUST-00162,2024-06-29,F,Cúcuta,social_media,0,42
CUST-00163,2023-05-09,M,Cúcuta,online,0,46
CUST-00164,2023-05-12,M,Medellín,presencial,0,26
CUST-00165,2024-05-01,M,Bucaramanga,presencial,0,44
CUST-00166,2024-07-16,M,Medellín,social_media,0,39
CUST-00167,2023-06-19,M,Cúcuta,online,1,43
CUST-00168,2023-09-29,M,Bogotá,online,1,53
CUST-00169,2024-06-24,F,Manizales,presencial,0,32
CUST-00170,2024-03-09,M,Cúcuta,presencial,0,27
CUST-00171,2023-08-05,M,Cúcuta,social_media,0,26
CUST-00172,2024-07-06,M,Bogotá,presencial,0,26
CUST-00173,2023-07-25,M,Cúcuta,presencial,0,34
CUST-00174,2023-11-16,F,Bucaramanga,online,0,38
CUST-00175,2024-02-13,M,Bogotá,online,1,37
CUST-00176,2024-01-18,M,Manizales,online,0,43
CUST-00177,2024-03-24,F,Cartagena,presencial,0,35
CUST-00178,2024-06-13,F,Cali,social_media,0,49
CUST-00179,2024-04-07,F,Cartagena,social_media,0,32
CUST-00180,2023-05-04,M,Bogotá,presencial,1,62
CUST-00181,2023-09-11,F,Bogotá,social_media,1,41
CUST-00182,2023-08-19,F,Barranquilla,presencial,0,26
CUST-00183,2023-03-07,F,Santa Marta,social_media,1,24
CUST-00184,2023-12-13,M,Santa Marta,presencial,0,39
CUST-00185,2023-01-22,M,Bogotá,online,1,32
CUST-00186,2024-08-25,F,Cali,social_media,0,42
CUST-00187,2024-07-21,M,Barranquilla,online,0,39
CUST-00188,2023-08-24,M,Medellín,online,0,34
CUST-00189,2024-08-25,M,Pereira,social_media,0,26
CUST-00190,2023-08-14,M,Cali,presencial,1,19
CUST-00191,2023-01-08,M,Bogotá,online,0,30
CUST-00192,2023-03-14,F,Bogotá,online,0,43
CUST-00193,2023-03-02,F,Cali,presencial,1,37
CUST-00194,2023-08-23,F,Bucaramanga,presencial,0,22
CUST-00195,2023-03-11,F,Barranquilla,social_media,0,36
CUST-00196,2023-02-02,M,Bogotá,social_media,1,38
CUST-00197,2023-12-05,F,Pereira,presencial,1,26
CUST-00198,2023-03-14,F,Medellín,online,0,36
CUST-00199,2024-06-10,M,Cartagena,presencial,0,35
CUST-00200,2023-09-01,M,Manizales,social_media,1,23
CUST-00201,2023-10-13,M,Pereira,online,0,38
CUST-00202,2024-05-12,M,Manizales,online,0,40
CUST-00203,2023-08-08,F,Cúcuta,social_media,0,45
CUST-00204,2024-07-06,M,Bucaramanga,online,0,45
CUST-00205,2023-05-16,M,Pereira,presencial,0,21
CUST-00206,2024-08-07,M,Santa Marta,social_media,1,25
CUST-00207,2024-08-13,M,Bucaramanga,online,0,40
CUST-00208,2024-04-29,M,Santa Marta,social_media,1,40
CUST-00209,2023-09-06,M,Medellín,online,0,40
CUST-00210,2024-04-29,F,Medellín,presencial,0,72
CUST-00211,2024-02-21,F,Medellín,social_media,0,40
CUST-00212,2023-07-14,F,Bucaramanga,online,1,46
CUST-00213,2023-04-07,M,Medellín,presencial,0,44
CUST-00214,2023-04-10,M,Cali,presencial,0,41
CUST-00215,2024-03-17,F,Manizales,presencial,1,31
CUST-00216,2023-12-29,F,Manizales,online,1,42
CUST-00217,2024-03-09,F,Barranquilla,online,0,27
CUST-00218,2024-02-25,F,Santa Marta,presencial,0,32
CUST-00219,2024-04-23,M,Manizales,presencial,0,30
CUST-00220,2023-02-25,F,Bogotá,presencial,0,35
CUST-00221,2023-04-11,M,Manizales,presencial,1,58
CUST-00222,2023-03-04,M,Bogotá,presencial,0,18
CUST-00223,2024-02-17,M,Barranquilla,online,0,41
CUST-00224,2023-12-14,F,Cúcuta,social_media,0,18
CUST-00225,2023-04-22,F,Bucaramanga,social_media,0,30
CUST-00226,2023-09-12,F,Pereira,social_media,1,45
CUST-00227,2023-07-16,M,Cúcuta,online,1,35
CUST-00228,2023-07-14,M,Barranquilla,social_media,0,24
CUST-00229,2024-07-03,F,Manizales,social_media,0,27
CUST-00230,2024-04-04,M,Manizales,social_media,0,41
CUST-00231,2023-05-24,F,Santa Marta,social_media,0,27
CUST-00232,2024-03-08,M,Bucaramanga,presencial,0,37
CUST-00233,2023-07-07,M,Barranquilla,online,1,35
CUST-00234,2023-10-13,M,Medellín,social_media,0,28
CUST-00235,2024-04-18,M,Pereira,presencial,0,56
CUST-00236,2023-09-13,M,Cúcuta,social_media,0,41
CUST-00237,2023-03-19,M,Cali,social_media,0,18
CUST-00238,2024-03-29,M,Cali,social_media,0,36
CUST-00239,2024-07-17,F,Cali,social_media,1,28
CUST-00240,2023-04-11,M,Barranquilla,social_media,0,43
CUST-00241,2023-02-21,M,Medellín,presencial,0,27
CUST-00242,2024-07-07,F,Cartagena,social_media,0,33
CUST-00243,2023-01-16,F,Cali,presencial,0,40
CUST-00244,2023-04-06,F,Cúcuta,social_media,0,43
CUST-00245,2023-08-31,F,Cartagena,online,0,22
CUST-00246,2023-06-20,M,Pereira,presencial,1,31
CUST-00247,2024-02-21,M,Santa Marta,social_media,1,30
CUST-00248,2024-05-12,F,Medellín,presencial,1,28
CUST-00249,2024-05-07,M,Santa Marta,social_media,0,52
CUST-00250,2023-08-07,F,Cúcuta,social_media,0,39
CUST-00251,2024-02-15,M,Bucaramanga,presencial,0,22
CUST-00252,2023-03-02,M,Bucaramanga,social_media,0,44
CUST-00253,2023-06-18,M,Cali,social_media,0,56
CUST-00254,2024-01-24,M,Cúcuta,social_media,0,45
CUST-00255,2023-01-03,M,Santa Marta,social_media,1,19
CUST-00256,2024-02-04,F,Barranquilla,social_media,0,30
CUST-00257,2023-09-29,M,Cartagena,social_media,1,47
CUST-00258,2024-04-10,M,Cali,presencial,0,27
CUST-00259,2023-10-20,M,Cartagena,online,0,39
CUST-00260,2024-03-09,M,Manizales,social_media,1,42
CUST-00261,2024-07-23,M,Manizales,presencial,0,25
CUST-00262,2024-05-13,F,Manizales,online,1,34
CUST-00263,2023-06-08,M,Bucaramanga,presencial,0,18
CUST-00264,2023-07-14,F,Bogotá,online,0,24
CUST-00265,2023-10-31,M,Cúcuta,online,0,32
CUST-00266,2023-08-11,M,Bucaramanga,online,0,22
CUST-00267,2023-03-01,F,Cúcuta,presencial,1,51
CUST-00268,2024-08-16,M,Pereira,online,0,20
CUST-00269,2024-07-09,M,Santa Marta,social_media,0,30
CUST-00270,2023-03-04,F,Manizales,social_media,1,36
CUST-00271,2023-11-18,M,Manizales,online,1,49
CUST-00272,2023-02-28,F,Pereira,online,0,20
CUST-00273,2023-02-21,F,Medellín,social_media,0,46
CUST-00274,2024-08-21,F,Bogotá,presencial,1,35
CUST-00275,2024-05-03,M,Medellín,presencial,1,25
CUST-00276,2024-05-29,M,Bucaramanga,social_media,1,39
CUST-00277,2024-06-27,F,Medellín,presencial,0,36
CUST-00278,2023-06-11,M,Cúcuta,presencial,0,28
CUST-00279,2023-02-28,F,Barranquilla,online,0,35
CUST-00280,2024-06-04,M,Cúcuta,presencial,0,31
CUST-00281,2023-03-24,F,Cali,social_media,0,36
CUST-00282,2023-07-10,M,Bucaramanga,presencial,0,41
CUST-00283,2023-03-12,F,Manizales,online,0,50
CUST-00284,2023-03-11,M,Bucaramanga,social_media,0,22
CUST-00285,2023-08-29,F,Medellín,social_media,1,56
CUST-00286,2024-02-18,M,Cartagena,social_media,1,18
CUST-00287,2023-05-03,F,Bucaramanga,online,0,33
CUST-00288,2024-08-06,M,Santa Marta,social_media,1,40
CUST-00289,2023-09-10,M,Bucaramanga,online,1,37
CUST-00290,2024-08-15,F,Cúcuta,online,0,28
CUST-00291,2024-08-31,M,Cartagena,presencial,0,32
CUST-00292,2023-02-10,M,Bogotá,social_media,0,30
CUST-00293,2023-03-25,M,Cúcuta,presencial,0,29
CUST-00294,2024-03-05,M,Cartagena,presencial,0,43
CUST-00295,2024-08-20,F,Cartagena,online,0,38
CUST-00296,2024-08-01,M,Bucaramanga,presencial,0,28
CUST-00297,2024-06-19,M,Pereira,presencial,0,43
CUST-00298,2023-11-20,F,Barranquilla,presencial,0,38
CUST-00299,2023-09-25,M,Pereira,social_media,0,43
CUST-00300,2023-07-29,F,Cartagena,presencial,0,41
CUST-00301,2023-11-18,M,Bucaramanga,online,0,26
CUST-00302,2023-09-02,F,Barranquilla,social_media,0,29
CUST-00303,2023-09-29,M,Manizales,online,1,42
CUST-00304,2024-02-10,F,Santa Marta,social_media,0,41
CUST-00305,2023-05-15,F,Medellín,social_media,0,34
CUST-00306,2023-11-04,F,Barranquilla,social_media,1,36
CUST-00307,2024-04-13,M,Manizales,online,1,47
CUST-00308,2023-11-20,F,Manizales,presencial,0,29
CUST-00309,2023-03-16,M,Santa Marta,social_media,0,40
CUST-00310,2023-01-10,F,Cali,online,0,32
CUST-00311,2024-04-14,F,Bogotá,social_media,0,32
CUST-00312,2024-07-30,F,Santa Marta,presencial,0,45
CUST-00313,2023-04-13,M,Bogotá,social_media,0,43
CUST-00314,2023-03-17,M,Cali,online,1,43
CUST-00315,2024-07-04,F,Cali,social_media,0,48
CUST-00316,2023-08-07,F,Santa Marta,online,0,35
CUST-00317,2024-06-02,F,Bogotá,presencial,0,41
CUST-00318,2023-09-29,F,Pereira,presencial,1,31
CUST-00319,2023-05-16,F,Medellín,social_media,0,38
CUST-00320,2023-12-24,F,Pereira,presencial,0,33
CUST-00321,2023-03-12,F,Bogotá,online,0,35
CUST-00322,2023-09-08,F,Cúcuta,social_media,0,40
CUST-00323,2024-01-14,M,Cúcuta,online,0,26
CUST-00324,2023-10-19,F,Manizales,social_media,1,55
CUST-00325,2023-06-11,M,Cúcuta,online,0,24
CUST-00326,2024-03-24,F,Cúcuta,social_media,0,22
CUST-00327,2024-07-10,M,Medellín,online,0,46
CUST-00328,2023-11-06,M,Cali,online,1,42
CUST-00329,2024-06-25,F,Manizales,social_media,0,41
CUST-00330,2023-01-09,M,Cali,online,1,41
CUST-00331,2024-07-21,M,Bogotá,presencial,0,34
CUST-00332,2023-11-03,F,Santa Marta,online,0,26
CUST-00333,2023-04-17,F,Manizales,social_media,1,35
CUST-00334,2023-05-18,F,Barranquilla,presencial,0,28
CUST-00335,2023-09-28,M,Manizales,presencial,0,44
CUST-00336,2023-04-29,F,Cartagena,online,0,33
CUST-00337,2023-04-20,M,Cali,online,0,26
CUST-00338,2024-07-20,F,Bogotá,online,0,31
CUST-00339,2023-06-09,F,Cúcuta,presencial,0,39
CUST-00340,2023-10-06,M,Cartagena,presencial,0,29
CUST-00341,2023-10-16,M,Bucaramanga,presencial,0,26
CUST-00342,2023-08-04,M,Barranquilla,social_media,0,37
CUST-00343,2023-12-18,F,Pereira,social_media,0,37
CUST-00344,2023-07-28,F,Cali,online,0,29
CUST-00345,2023-09-28,F,Pereira,social_media,0,30
CUST-00346,2024-06-01,M,Bogotá,social_media,1,37
CUST-00347,2024-05-15,M,Pereira,online,0,20
CUST-00348,2023-09-15,M,Bogotá,online,0,20
CUST-00349,2023-02-22,M,Bogotá,presencial,0,27
CUST-00350,2023-04-05,F,Medellín,presencial,0,32
CUST-00351,2024-03-09,M,Medellín,online,0,38
CUST-00352,2023-10-11,M,Barranquilla,online,0,49
CUST-00353,2023-02-15,F,Bogotá,social_media,0,43
CUST-00354,2023-01-04,F,Barranquilla,social_media,0,33
CUST-00355,2023-12-08,M,Medellín,social_media,0,34
CUST-00356,2023-05-14,M,Barranquilla,online,0,24
CUST-00357,2023-09-26,M,Barranquilla,online,0,34
CUST-00358,2023-06-15,M,Santa Marta,presencial,0,32
CUST-00359,2024-03-28,M,Santa Marta,social_media,0,38
CUST-00360,2024-07-18,M,Bogotá,presencial,1,26
CUST-00361,2024-03-13,F,Cartagena,online,0,40
CUST-00362,2024-07-28,F,Pereira,social_media,0,50
CUST-00363,2023-01-10,F,Barranquilla,presencial,1,33
CUST-00364,2023-04-25,F,Cartagena,online,0,39
CUST-00365,2023-03-19,M,Medellín,presencial,1,41
CUST-00366,2023-06-02,M,Cali,social_media,0,30
CUST-00367,2024-07-12,M,Pereira,presencial,0,37
CUST-00368,2023-02-06,M,Cúcuta,presencial,0,35
CUST-00369,2024-01-14,F,Pereira,online,0,35
CUST-00370,2024-08-19,M,Barranquilla,social_media,1,27
CUST-00371,2024-07-19,M,Bogotá,presencial,1,35
CUST-00372,2023-06-01,M,Bogotá,online,0,39
CUST-00373,2024-03-16,M,Barranquilla,social_media,0,49
CUST-00374,2023-05-11,F,Barranquilla,online,1,44
CUST-00375,2023-02-12,M,Bucaramanga,social_media,1,56
CUST-00376,2023-11-12,F,Pereira,online,0,27
CUST-00377,2024-01-09,M,Santa Marta,online,1,43
CUST-00378,2023-02-10,M,Santa Marta,online,1,36
CUST-00379,2024-01-02,M,Cúcuta,presencial,0,56
CUST-00380,2023-08-04,F,Cartagena,presencial,0,26
CUST-00381,2023-09-13,M,Cúcuta,online,1,26
CUST-00382,2023-04-16,M,Cali,social_media,0,29
CUST-00383,2023-12-29,M,Cali,online,0,18
CUST-00384,2024-07-27,F,Bucaramanga,presencial,0,29
CUST-00385,2024-02-21,F,Bogotá,social_media,1,27
CUST-00386,2023-06-08,M,Pereira,presencial,0,36
CUST-00387,2023-08-31,F,Cali,online,0,38
CUST-00388,2023-06-16,M,Cartagena,presencial,0,53
CUST-00389,2023-07-01,M,Pereira,presencial,0,44
CUST-00390,2024-02-27,F,Pereira,presencial,1,29
CUST-00391,2023-01-26,M,Santa Marta,online,1,26
CUST-00392,2023-07-03,M,Bogotá,presencial,0,39
CUST-00393,2023-12-07,F,Cali,online,0,21
CUST-00394,2024-02-26,F,Santa Marta,online,0,53
CUST-00395,2023-09-12,F,Manizales,presencial,0,46
CUST-00396,2023-10-01,F,Medellín,social_media,1,30
CUST-00397,2023-06-13,M,Manizales,presencial,1,18
CUST-00398,2023-04-21,M,Manizales,presencial,0,48
CUST-00399,2024-01-27,M,Medellín,presencial,0,33
CUST-00400,2023-02-09,M,Manizales,social_media,0,47
CUST-00401,2024-04-26,M,Cali,social_media,0,19
CUST-00402,2023-08-16,M,Pereira,online,0,29
CUST-00403,2023-07-24,M,Santa Marta,social_media,0,35
CUST-00404,2024-04-16,M,Barranquilla,social_media,0,35
CUST-00405,2023-12-25,F,Bucaramanga,presencial,0,30
CUST-00406,2023-11-09,M,Santa Marta,online,1,41
CUST-00407,2023-08-22,M,Cartagena,online,0,24
CUST-00408,2023-08-17,M,Bogotá,social_media,1,33
CUST-00409,2023-01-25,M,Cali,social_media,0,36
CUST-00410,2023-07-17,M,Santa Marta,presencial,0,40
CUST-00411,2024-02-13,F,Cali,social_media,0,42
CUST-00412,2023-12-03,F,Cúcuta,social_media,0,23
CUST-00413,2023-10-13,F,Medellín,online,0,19
CUST-00414,2023-03-13,M,Barranquilla,social_media,0,47
CUST-00415,2023-10-13,M,Cartagena,presencial,1,38
CUST-00416,2023-12-26,M,Pereira,online,1,27
CUST-00417,2024-06-05,M,Pereira,online,0,50
CUST-00418,2024-02-14,F,Santa Marta,social_media,0,36
CUST-00419,2024-07-03,F,Manizales,presencial,0,46
CUST-00420,2023-12-06,M,Medellín,online,0,35
CUST-00421,2023-01-29,M,Manizales,presencial,0,55
CUST-00422,2023-04-29,F,Manizales,presencial,1,52
CUST-00423,2023-09-25,F,Cartagena,social_media,0,32
CUST-00424,2023-07-02,F,Cali,presencial,1,44
CUST-00425,2024-08-17,F,Santa Marta,online,0,41
CUST-00426,2023-09-29,F,Pereira,social_media,0,48
CUST-00427,2023-02-09,F,Bogotá,online,0,25
CUST-00428,2023-04-22,F,Manizales,presencial,0,41
CUST-00429,2024-03-20,M,Cúcuta,presencial,1,45
CUST-00430,2023-12-20,M,Cartagena,social_media,1,18
CUST-00431,2023-11-18,F,Bucaramanga,social_media,0,23
CUST-00432,2024-03-22,M,Santa Marta,online,1,18
CUST-00433,2024-06-07,F,Cúcuta,online,0,32
CUST-00434,2023-04-29,M,Manizales,presencial,0,42
CUST-00435,2024-01-30,F,Cali,social_media,1,50
CUST-00436,2024-08-13,M,Cartagena,presencial,0,35
CUST-00437,2023-07-14,F,Barranquilla,presencial,0,51
CUST-00438,2023-09-18,M,Bogotá,online,0,21
CUST-00439,2023-02-15,M,Cartagena,online,0,18
CUST-00440,2024-03-22,F,Cúcuta,online,0,34
CUST-00441,2023-01-02,F,Pereira,social_media,0,38
CUST-00442,2024-06-16,F,Bogotá,online,0,34
CUST-00443,2024-07-05,M,Barranquilla,social_media,0,18
CUST-00444,2023-07-21,M,Bucaramanga,presencial,0,34
CUST-00445,2024-01-08,M,Santa Marta,social_media,1,21
CUST-00446,2024-03-17,M,Manizales,online,0,41
CUST-00447,2023-03-13,F,Medellín,social_media,0,38
CUST-00448,2023-12-05,F,Cali,social_media,0,25
CUST-00449,2023-11-18,M,Cúcuta,online,0,29
CUST-00450,2023-05-08,F,Cartagena,online,0,24
CUST-00451,2023-11-04,F,Pereira,presencial,1,34
CUST-00452,2024-06-03,F,Cali,social_media,0,44
CUST-00453,2023-11-13,F,Pereira,presencial,0,25
CUST-00454,2024-02-23,M,Cartagena,presencial,1,40
CUST-00455,2023-12-01,F,Cúcuta,social_media,1,29
CUST-00456,2024-02-17,F,Bucaramanga,presencial,0,27
CUST-00457,2023-10-30,F,Bucaramanga,social_media,0,33
CUST-00458,2024-07-21,M,Barranquilla,presencial,0,24
CUST-00459,2023-05-11,F,Manizales,presencial,0,29
CUST-00460,2023-07-16,M,Santa Marta,social_media,0,23
CUST-00461,2024-03-06,M,Medellín,online,0,54
CUST-00462,2024-01-24,F,Santa Marta,social_media,0,35
CUST-00463,2023-06-28,F,Barranquilla,online,1,28
CUST-00464,2024-08-05,M,Bucaramanga,social_media,0,37
CUST-00465,2023-11-05,M,Pereira,social_media,0,33
CUST-00466,2024-02-20,M,Barranquilla,online,0,32
CUST-00467,2024-07-15,M,Manizales,online,0,41
CUST-00468,2023-01-01,F,Cúcuta,social_media,0,42
CUST-00469,2023-11-08,M,Manizales,social_media,0,29
CUST-00470,2023-10-21,F,Bogotá,social_media,1,29
CUST-00471,2023-08-04,F,Manizales,online,0,32
CUST-00472,2024-03-16,M,Cúcuta,social_media,0,18
CUST-00473,2024-08-16,F,Cali,online,0,19
CUST-00474,2023-11-26,M,Cartagena,presencial,1,48
CUST-00475,2024-04-21,M,Cúcuta,online,1,51
