customer_id,order_id,order_date,order_amount,category,device,payment_method
CUST-00008,ORD-0000038,2024-08-18,41.18,pharmacy,mobile,credit_card
CUST-00009,ORD-0000039,2023-08-13,196.83,pets,mobile,account_money
CUST-00009,ORD-0000040,2023-10-13,33.019999999999996,pharmacy,desktop,credit_card
CUST-00009,ORD-0000041,2023-10-21,26.63,technology,mobile,money_transfer
CUST-00009,ORD-0000042,2024-05-21,37.730000000000004,tools_construction,mobile,debit_card
CUST-00009,ORD-0000043,2024-03-09,30.08,pets,desktop,credit_card
CUST-00009,ORD-0000044,2024-06-10,181.78,technology,desktop,credit_card
CUST-00010,ORD-0000045,2024-08-29,96.49,tools_construction,desktop,account_money
CUST-00011,ORD-0000046,2024-06-23,261.40999999999997,pharmacy,desktop,credit_card
CUST-00011,ORD-0000047,2024-04-23,480.34,technology,mobile,credit_card
CUST-00011,ORD-0000048,2024-08-24,148.19,tools_construction,mobile,account_money
CUST-00011,ORD-0000049,2024-07-06,106.55,tools_construction,mobile,money_transfer
CUST-00011,ORD-0000050,2024-04-24,157.59,tools_construction,desktop,account_money
CUST-00012,ORD-0000051,2024-01-10,876.7,tools_construction,mobile,credit_card
CUST-00012,ORD-0000052,2023-02-15,395.15,pharmacy,desktop,account_money
CUST-00012,ORD-0000053,2024-02-07,293.98,tools_construction,mobile,account_money
CUST-00012,ORD-0000054,2023-09-05,48.84,pets,mobile,credit_card
CUST-00013,ORD-0000055,2023-06-13,321.07,technology,mobile,debit_card
CUST-00013,ORD-0000056,2023-08-16,19.95,pets,mobile,credit_card
CUST-00013,ORD-0000057,2024-08-12,251.97,tools_construction,desktop,money_transfer
CUST-00013,ORD-0000058,2023-08-25,79.57,pharmacy,mobile,debit_card
CUST-00013,ORD-0000059,2023-08-15,755.22,pets,desktop,account_money
CUST-00014,ORD-0000060,2024-04-14,218.64,pets,mobile,money_transfer
CUST-00014,ORD-0000061,2023-06-14,267.68,pets,desktop,credit_card
CUST-00014,ORD-0000062,2023-09-23,64.37,tools_construction,mobile,account_money
CUST-00014,ORD-0000063,2023-05-22,163.52,technology,mobile,money_transfer
CUST-00014,ORD-0000064,2024-08-24,227.91,technology,mobile,money_transfer
CUST-00015,ORD-0000065,2024-08-30,336.67,pets,desktop,money_transfer
CUST-00015,ORD-0000066,2024-06-17,633.83,tools_construction,mobile,debit_card
CUST-00015,ORD-0000067,2023-08-13,831.9,pharmacy,mobile,credit_card
CUST-00015,ORD-0000068,2024-04-30,213.83,pets,desktop,account_money
CUST-00015,ORD-0000069,2023-12-02,140.15,tools_construction,desktop,credit_card
CUST-00015,ORD-0000070,2023-11-07,45.36,pharmacy,mobile,debit_card
CUST-00016,ORD-0000071,2024-01-23,575.19,technology,mobile,account_money
CUST-00016,ORD-0000072,2023-11-03,57.03,tools_construction,mobile,debit_card
CUST-00016,ORD-0000073,2023-12-12,188.84,technology,mobile,account_money
CUST-00016,ORD-0000074,2024-07-15,116.82,tools_construction,desktop,credit_card
CUST-00016,ORD-0000075,2024-08-22,70.65,tools_construction,mobile,money_transfer
CUST-00017,ORD-0000076,2024-08-18,545.67,tools_construction,desktop,credit_card
CUST-00017,ORD-0000077,2024-08-20,415.53,technology,desktop,debit_card
CUST-00017,ORD-0000078,2024-07-06,206.63,pharmacy,desktop,credit_card
CUST-00017,ORD-0000079,2024-08-08,13.76,technology,desktop,account_money
CUST-00017,ORD-0000080,2024-08-20,56.93,pharmacy,desktop,debit_card
CUST-00017,ORD-0000081,2024-07-12,321.48,tools_construction,mobile,money_transfer
CUST-00018,ORD-0000082,2023-07-06,456.18,pets,mobile,money_transfer
CUST-00018,ORD-0000083,2024-02-09,450.11,pharmacy,desktop,credit_card
CUST-00018,ORD-0000084,2024-06-18,107.9,pharmacy,desktop,debit_card
CUST-00019,ORD-0000085,2024-08-08,82.49,pharmacy,desktop,debit_card
CUST-00019,ORD-0000086,2024-08-15,304.97,technology,desktop,debit_card
CUST-00020,ORD-0000087,2023-10-21,18.09,pets,mobile,credit_card
CUST-00020,ORD-0000088,2023-10-04,168.89,technology,desktop,debit_card
CUST-00020,ORD-0000089,2024-03-11,95.43,pets,mobile,debit_card
CUST-00021,ORD-0000090,2024-08-27,354.03,technology,mobile,money_transfer
CUST-00021,ORD-0000091,2024-08-05,215.66,technology,mobile,credit_card
CUST-00021,ORD-0000092,2024-08-29,32.980000000000004,technology,mobile,debit_card
CUST-00021,ORD-0000093,2024-08-30,66.38,technology,desktop,debit_card
CUST-00021,ORD-0000094,2024-08-21,164.29,technology,mobile,credit_card
CUST-00021,ORD-0000095,2024-08-15,19.22,tools_construction,mobile,debit_card
CUST-00022,ORD-0000096,2024-04-09,190.24,pets,desktop,debit_card
CUST-00022,ORD-0000097,2024-05-22,492.5,tools_construction,desktop,debit_card
CUST-00022,ORD-0000098,2024-05-06,339.36,technology,desktop,credit_card
CUST-00022,ORD-0000099,2024-03-10,65.28999999999999,technology,mobile,account_money
CUST-00022,ORD-0000100,2024-03-31,147.87,pets,mobile,credit_card
CUST-00023,ORD-0000101,2023-12-06,252.15,technology,mobile,money_transfer
CUST-00023,ORD-0000102,2024-02-27,44.84,pharmacy,desktop,account_money
CUST-00023,ORD-0000103,2023-12-07,611.03,pets,mobile,money_transfer
CUST-00023,ORD-0000104,2023-11-08,1000.86,technology,mobile,credit_card
CUST-00024,ORD-0000105,2024-06-15,331.42,tools_construction,mobile,account_money
CUST-00024,ORD-0000106,2024-05-04,77.66,tools_construction,mobile,credit_card
CUST-00024,ORD-0000107,2024-05-12,107.59,pharmacy,desktop,account_money
CUST-00025,ORD-0000108,2024-08-30,204.48,pharmacy,desktop,debit_card
CUST-00025,ORD-0000109,2024-08-31,148.62,tools_construction,desktop,account_money
CUST-00025,ORD-0000110,2024-08-26,119.88,tools_construction,desktop,account_money
CUST-00025,ORD-0000111,2024-08-28,88.56,technology,mobile,debit_card
CUST-00025,ORD-0000112,2024-08-31,412.46,pharmacy,desktop,debit_card
CUST-00025,ORD-0000113,2024-08-29,142.53,pets,desktop,credit_card
CUST-00026,ORD-0000114,2023-12-08,376.47,pets,desktop,debit_card
CUST-00026,ORD-0000115,2023-11-27,144.79,tools_construction,mobile,debit_card
CUST-00026,ORD-0000116,2024-04-26,342.24,tools_construction,desktop,money_transfer
CUST-00027,ORD-0000117,2024-03-16,242.73,pets,desktop,account_money
CUST-00027,ORD-0000118,2023-05-28,73.69,pharmacy,desktop,money_transfer
CUST-00027,ORD-0000119,2024-07-22,440.86,pets,desktop,debit_card
CUST-00027,ORD-0000120,2024-02-04,465.34,technology,desktop,debit_card
CUST-00027,ORD-0000121,2023-04-06,266.44,pharmacy,desktop,credit_card
CUST-00027,ORD-0000122,2023-08-03,50.07,technology,desktop,money_transfer
CUST-00028,ORD-0000123,2023-08-20,361.61,technology,mobile,account_money
CUST-00028,ORD-0000124,2023-12-14,255.57,pharmacy,desktop,money_transfer
CUST-00028,ORD-0000125,2023-08-25,36.019999999999996,pets,mobile,debit_card
CUST-00028,ORD-0000126,2024-08-09,211.4,pharmacy,mobile,debit_card
CUST-00028,ORD-0000127,2023-08-12,11.97,pharmacy,desktop,credit_card
CUST-00029,ORD-0000128,2024-06-24,49.53,tools_construction,mobile,credit_card
CUST-00029,ORD-0000129,2024-08-24,62.65,technology,desktop,debit_card
CUST-00029,ORD-0000130,2024-03-15,13.41,pharmacy,desktop,debit_card
CUST-00029,ORD-0000131,2024-03-28,12.04,pharmacy,mobile,credit_card
CUST-00029,ORD-0000132,2024-07-31,80.49,pets,mobile,debit_card
CUST-00029,ORD-0000133,2024-07-06,522.69,pharmacy,desktop,money_transfer
CUST-00029,ORD-0000134,2024-06-21,204.22,tools_construction,desktop,credit_card
CUST-00029,ORD-0000135,2024-05-20,107.59,technology,mobile,credit_card
CUST-00030,ORD-0000136,2023-12-31,963.6,pharmacy,mobile,credit_card
CUST-00030,ORD-0000137,2024-07-04,264.69,pets,desktop,account_money
CUST-00031,ORD-0000138,2024-07-30,328.35,tools_construction,mobile,money_transfer
CUST-00031,ORD-0000139,2023-12-31,295.87,tools_construction,mobile,money_transfer
CUST-00031,ORD-0000140,2023-12-15,215.04,pharmacy,desktop,credit_card
CUST-00031,ORD-0000141,2024-02-01,235.17,pets,mobile,credit_card
CUST-00031,ORD-0000142,2024-06-07,401.21,pets,desktop,money_transfer
CUST-00032,ORD-0000143,2024-08-05,58.2,pets,mobile,credit_card
CUST-00032,ORD-0000144,2024-07-24,43.54,tools_construction,desktop,debit_card
CUST-00032,ORD-0000145,2023-10-25,31.54,technology,mobile,credit_card
CUST-00032,ORD-0000146,2023-12-11,58.41,tools_construction,mobile,debit_card
CUST-00033,ORD-0000147,2023-12-31,468.43,pharmacy,mobile,credit_card
CUST-00033,ORD-0000148,2023-11-25,186.25,technology,desktop,debit_card
CUST-00033,ORD-0000149,2024-05-17,61.33,pharmacy,mobile,debit_card
CUST-00033,ORD-0000150,2023-12-24,290.72,technology,mobile,money_transfer
CUST-00033,ORD-0000151,2023-09-01,520.45,technology,desktop,credit_card
CUST-00034,ORD-0000152,2024-05-17,92.65,technology,desktop,account_money
CUST-00034,ORD-0000153,2024-07-01,91.21,pharmacy,desktop,money_transfer
CUST-00034,ORD-0000154,2024-06-10,148.05,pharmacy,mobile,account_money
CUST-00035,ORD-0000155,2023-11-09,860.34,technology,mobile,credit_card
CUST-00035,ORD-0000156,2024-02-09,222.19,pets,desktop,credit_card
CUST-00035,ORD-0000157,2023-09-10,125.88,pharmacy,mobile,money_transfer
CUST-00035,ORD-0000158,2023-05-25,27.44,technology,mobile,debit_card
CUST-00036,ORD-0000159,2023-08-27,28.04,pharmacy,desktop,money_transfer
CUST-00036,ORD-0000160,2023-08-17,98.01,tools_construction,desktop,account_money
CUST-00036,ORD-0000161,2024-06-19,40.36,technology,desktop,debit_card
CUST-00037,ORD-0000162,2024-03-18,115.57,technology,mobile,money_transfer
CUST-00037,ORD-0000163,2024-02-18,180.29,technology,mobile,account_money
CUST-00037,ORD-0000164,2024-06-13,42.98,technology,desktop,credit_card
CUST-00037,ORD-0000165,2024-05-20,35.57,tools_construction,mobile,account_money
CUST-00037,ORD-0000166,2024-03-06,160.41,technology,desktop,account_money
CUST-00038,ORD-0000167,2023-10-07,35.879999999999995,technology,mobile,debit_card
CUST-00038,ORD-0000168,2024-04-07,513.78,pets,desktop,money_transfer
CUST-00038,ORD-0000169,2024-08-22,372.08,tools_construction,desktop,debit_card
CUST-00038,ORD-0000170,2024-08-03,104.49,technology,desktop,credit_card
CUST-00038,ORD-0000171,2023-10-13,271.11,tools_construction,desktop,money_transfer
CUST-00038,ORD-0000172,2024-06-21,395.55,pharmacy,desktop,account_money
CUST-00039,ORD-0000173,2024-05-13,47.06,tools_construction,desktop,credit_card
CUST-00039,ORD-0000174,2024-06-25,224.09,pets,desktop,account_money
CUST-00039,ORD-0000175,2024-08-14,65.02000000000001,technology,mobile,debit_card
CUST-00039,ORD-0000176,2024-06-30,44.63,technology,mobile,credit_card
CUST-00039,ORD-0000177,2024-03-17,229.71,pets,mobile,money_transfer
CUST-00039,ORD-0000178,2024-08-08,163.76,technology,mobile,money_transfer
CUST-00039,ORD-0000179,2024-08-13,337.15,pets,mobile,account_money
CUST-00039,ORD-0000180,2024-05-01,86.94,pets,desktop,credit_card
CUST-00040,ORD-0000181,2024-01-31,68.64,pharmacy,mobile,money_transfer
CUST-00040,ORD-0000182,2024-07-27,43.51,pharmacy,desktop,account_money
CUST-00040,ORD-0000183,2024-01-21,285.41,tools_construction,desktop,money_transfer
CUST-00040,ORD-0000184,2024-04-05,56.92,pets,mobile,account_money
CUST-00041,ORD-0000185,2024-05-17,16.02,technology,mobile,money_transfer
CUST-00041,ORD-0000186,2023-12-11,23.29,pharmacy,desktop,credit_card
CUST-00041,ORD-0000187,2024-07-31,101.4,pets,mobile,account_money
CUST-00042,ORD-0000188,2024-04-29,286.6,pets,mobile,credit_card
CUST-00042,ORD-0000189,2023-09-18,180.44,technology,desktop,account_money
CUST-00042,ORD-0000190,2023-10-30,665.34,pharmacy,mobile,debit_card
CUST-00042,ORD-0000191,2023-04-25,488.16,tools_construction,desktop,credit_card
CUST-00042,ORD-0000192,2023-12-16,175.86,pets,desktop,debit_card
CUST-00042,ORD-0000193,2023-11-06,24.490000000000002,pharmacy,mobile,credit_card
CUST-00043,ORD-0000194,2024-08-02,182.71,tools_construction,desktop,debit_card
CUST-00043,ORD-0000195,2024-06-04,61.21,tools_construction,desktop,money_transfer
CUST-00043,ORD-0000196,2024-08-14,131.57999999999998,pharmacy,desktop,account_money
CUST-00043,ORD-0000197,2024-07-23,12.23,technology,mobile,credit_card
CUST-00043,ORD-0000198,2024-05-22,230.97,tools_construction,desktop,credit_card
CUST-00044,ORD-0000199,2024-07-12,883.18,pets,mobile,money_transfer
CUST-00044,ORD-0000200,2024-08-27,201.09,tools_construction,mobile,money_transfer
CUST-00044,ORD-0000201,2024-07-19,126.16,technology,desktop,debit_card
CUST-00044,ORD-0000202,2024-08-12,62.53,pets,mobile,credit_card
CUST-00044,ORD-0000203,2024-07-16,306.61,pharmacy,desktop,debit_card
CUST-00044,ORD-0000204,2024-08-10,108.02,pets,mobile,account_money
CUST-00045,ORD-0000205,2023-08-23,207.34,pharmacy,mobile,account_money
CUST-00045,ORD-0000206,2024-06-27,64.85,tools_construction,mobile,account_money
CUST-00045,ORD-0000207,2024-08-09,22.5,tools_construction,mobile,money_transfer
CUST-00046,ORD-0000208,2024-07-07,20.740000000000002,pets,desktop,money_transfer
CUST-00046,ORD-0000209,2024-04-22,302.36,tools_construction,desktop,account_money
CUST-00046,ORD-0000210,2024-02-21,420.96,pharmacy,desktop,money_transfer
CUST-00047,ORD-0000211,2024-04-07,272.44,pharmacy,mobile,money_transfer
CUST-00047,ORD-0000212,2024-04-15,333.2,tools_construction,desktop,account_money
CUST-00047,ORD-0000213,2023-07-01,350.36,technology,mobile,credit_card
CUST-00047,ORD-0000214,2023-04-07,125.93,pets,mobile,money_transfer
CUST-00047,ORD-0000215,2023-07-02,477.68,pets,mobile,account_money
CUST-00047,ORD-0000216,2024-05-25,802.14,pharmacy,mobile,money_transfer
CUST-00047,ORD-0000217,2024-04-15,773.72,technology,mobile,money_transfer
CUST-00047,ORD-0000218,2023-07-27,186.26,tools_construction,desktop,money_transfer
CUST-00047,ORD-0000219,2024-04-30,173.96,technology,desktop,debit_card
CUST-00048,ORD-0000220,2024-08-20,555.03,tools_construction,desktop,account_money
CUST-00048,ORD-0000221,2024-08-07,107.92,pets,mobile,credit_card
CUST-00048,ORD-0000222,2024-08-14,80.82,technology,mobile,credit_card
CUST-00048,ORD-0000223,2024-07-28,38.480000000000004,tools_construction,desktop,account_money
CUST-00048,ORD-0000224,2024-07-29,81.41,pets,mobile,money_transfer
CUST-00049,ORD-0000225,2024-02-03,64.0,pets,mobile,money_transfer
CUST-00049,ORD-0000226,2024-01-01,177.6,pets,mobile,money_transfer
CUST-00049,ORD-0000227,2024-04-07,24.07,pharmacy,desktop,debit_card
CUST-00049,ORD-0000228,2023-12-17,392.37,pharmacy,mobile,money_transfer
CUST-00049,ORD-0000229,2024-03-09,219.72,pharmacy,desktop,debit_card
CUST-00049,ORD-0000230,2023-12-14,76.5,technology,mobile,money_transfer
CUST-00049,ORD-0000231,2023-11-02,74.17,pharmacy,mobile,credit_card
CUST-00049,ORD-0000232,2024-08-15,476.21,pets,mobile,debit_card
CUST-00049,ORD-0000233,2024-06-16,377.65,tools_construction,mobile,debit_card
CUST-00050,ORD-0000234,2024-06-21,123.4,pharmacy,desktop,debit_card
CUST-00050,ORD-0000235,2024-05-22,513.96,pharmacy,desktop,account_money
CUST-00050,ORD-0000236,2024-06-22,179.37,technology,desktop,credit_card
CUST-00050,ORD-0000237,2024-02-11,62.13,technology,mobile,credit_card
CUST-00051,ORD-0000238,2024-08-28,438.7,technology,mobile,debit_card
CUST-00051,ORD-0000239,2024-08-23,157.56,tools_construction,mobile,credit_card
CUST-00051,ORD-0000240,2024-08-16,273.25,pets,desktop,debit_card
CUST-00051,ORD-0000241,2024-08-26,725.79,technology,desktop,credit_card
CUST-00051,ORD-0000242,2024-08-27,123.11,technology,desktop,credit_card
CUST-00051,ORD-0000243,2024-08-20,133.13,pets,desktop,account_money
CUST-00051,ORD-0000244,2024-08-28,359.56,pharmacy,mobile,account_money
CUST-00052,ORD-0000245,2023-07-21,195.43,pharmacy,mobile,credit_card
CUST-00053,ORD-0000246,2024-02-27,535.6,tools_construction,desktop,credit_card
CUST-00053,ORD-0000247,2023-08-22,412.76,tools_construction,mobile,debit_card
CUST-00053,ORD-0000248,2023-04-12,19.28,technology,mobile,debit_card
CUST-00053,ORD-0000249,2024-03-20,766.27,technology,mobile,credit_card
CUST-00053,ORD-0000250,2024-02-11,132.61,pharmacy,mobile,credit_card
CUST-00053,ORD-0000251,2023-07-20,743.72,tools_construction,desktop,money_transfer
CUST-00054,ORD-0000252,2023-09-08,488.58,technology,desktop,account_money
CUST-00054,ORD-0000253,2024-06-08,259.8,pets,desktop,money_transfer
CUST-00054,ORD-0000254,2023-09-01,337.16,tools_construction,mobile,debit_card
CUST-00054,ORD-0000255,2023-11-30,161.48,pets,mobile,account_money
CUST-00054,ORD-0000256,2023-08-04,36.85,pharmacy,desktop,money_transfer
CUST-00055,ORD-0000257,2024-04-06,200.92,pets,desktop,account_money
CUST-00055,ORD-0000258,2024-07-05,394.35,technology,desktop,money_transfer
CUST-00056,ORD-0000259,2024-02-03,46.68,tools_construction,desktop,credit_card
CUST-00056,ORD-0000260,2024-06-10,135.85,pharmacy,mobile,account_money
CUST-00056,ORD-0000261,2024-08-19,46.56,pets,desktop,account_money
CUST-00056,ORD-0000262,2024-05-14,46.51,technology,mobile,debit_card
CUST-00056,ORD-0000263,2024-04-06,211.21,pets,mobile,account_money
CUST-00056,ORD-0000264,2024-02-26,351.88,technology,mobile,account_money
CUST-00057,ORD-0000265,2024-04-06,230.66,pharmacy,desktop,credit_card
CUST-00057,ORD-0000266,2023-04-01,772.86,tools_construction,mobile,account_money
CUST-00057,ORD-0000267,2023-10-27,869.25,pets,desktop,debit_card
CUST-00057,ORD-0000268,2023-05-29,152.32,pets,desktop,debit_card
CUST-00057,ORD-0000269,2023-10-31,29.29,technology,desktop,credit_card
CUST-00057,ORD-0000270,2024-05-27,91.44,pets,desktop,account_money
CUST-00058,ORD-0000271,2023-12-06,75.11,pharmacy,mobile,money_transfer
CUST-00058,ORD-0000272,2024-05-08,122.83,technology,desktop,money_transfer
CUST-00058,ORD-0000273,2023-10-27,285.33,technology,desktop,debit_card
CUST-00058,ORD-0000274,2024-06-29,11.870000000000001,tools_construction,desktop,debit_card
CUST-00058,ORD-0000275,2024-06-17,1074.16,technology,desktop,credit_card
CUST-00058,ORD-0000276,2024-07-21,439.82,technology,desktop,account_money
CUST-00058,ORD-0000277,2023-11-02,14.82,pets,mobile,credit_card
CUST-00058,ORD-0000278,2024-02-15,106.29,technology,mobile,money_transfer
CUST-00058,ORD-0000279,2023-10-14,242.84,pets,desktop,account_money
CUST-00059,ORD-0000280,2023-09-23,425.02,tools_construction,desktop,credit_card
CUST-00059,ORD-0000281,2024-01-23,174.55,tools_construction,desktop,credit_card
CUST-00059,ORD-0000282,2023-11-01,64.28,tools_construction,desktop,money_transfer
CUST-00059,ORD-0000283,2024-06-21,201.91,technology,desktop,credit_card
CUST-00059,ORD-0000284,2023-04-28,1104.0,pharmacy,mobile,credit_card
CUST-00060,ORD-0000285,2024-02-29,353.57,technology,desktop,money_transfer
CUST-00060,ORD-0000286,2024-03-22,221.41,pharmacy,mobile,debit_card
CUST-00060,ORD-0000287,2024-07-28,378.01,tools_construction,mobile,credit_card
CUST-00061,ORD-0000288,2024-02-21,66.61,technology,mobile,credit_card
CUST-00061,ORD-0000289,2024-03-15,72.63,technology,desktop,account_money
CUST-00061,ORD-0000290,2024-08-20,671.18,pets,desktop,debit_card
CUST-00061,ORD-0000291,2023-12-21,444.62,pets,mobile,debit_card
CUST-00061,ORD-0000292,2024-03-23,95.04,pharmacy,desktop,money_transfer
CUST-00061,ORD-0000293,2023-12-13,135.70999999999998,pharmacy,desktop,money_transfer
CUST-00062,ORD-0000294,2024-06-19,211.87,tools_construction,desktop,debit_card
CUST-00062,ORD-0000295,2024-05-02,571.77,tools_construction,desktop,credit_card
CUST-00062,ORD-0000296,2024-07-08,544.18,pharmacy,mobile,credit_card
CUST-00062,ORD-0000297,2024-04-28,263.38,pets,mobile,debit_card
CUST-00062,ORD-0000298,2024-04-12,75.34,pharmacy,desktop,money_transfer
CUST-00063,ORD-0000299,2024-02-26,107.6,pets,mobile,account_money
CUST-00063,ORD-0000300,2024-03-02,140.52,tools_construction,desktop,money_transfer
CUST-00063,ORD-0000301,2024-06-24,153.69,pharmacy,mobile,debit_card
CUST-00063,ORD-0000302,2024-03-05,245.42,tools_construction,desktop,money_transfer
CUST-00063,ORD-0000303,2024-08-18,287.68,pharmacy,desktop,debit_card
CUST-00063,ORD-0000304,2024-01-26,747.91,tools_construction,desktop,debit_card
CUST-00064,ORD-0000305,2024-06-01,217.08,tools_construction,mobile,debit_card
CUST-00064,ORD-0000306,2024-02-07,132.95999999999998,technology,mobile,debit_card
CUST-00064,ORD-0000307,2023-06-24,118.71,pets,mobile,account_money
CUST-00064,ORD-0000308,2023-06-30,176.42,pets,desktop,account_money
CUST-00064,ORD-0000309,2023-10-29,240.52,technology,mobile,account_money
CUST-00065,ORD-0000310,2024-05-04,54.67,pharmacy,mobile,money_transfer
CUST-00065,ORD-0000311,2024-05-22,83.53,pets,desktop,credit_card
CUST-00065,ORD-0000312,2024-05-06,88.56,tools_construction,desktop,credit_card
CUST-00065,ORD-0000313,2024-01-27,983.84,pets,desktop,debit_card
CUST-00065,ORD-0000314,2024-03-30,395.31,pharmacy,desktop,debit_card
CUST-00066,ORD-0000315,2024-05-30,461.42,tools_construction,desktop,money_transfer
CUST-00066,ORD-0000316,2024-01-26,159.16,technology,mobile,credit_card
CUST-00066,ORD-0000317,2024-02-24,885.42,technology,mobile,credit_card
CUST-00066,ORD-0000318,2024-05-25,189.19,tools_construction,mobile,credit_card
CUST-00067,ORD-0000319,2024-05-01,75.22,technology,desktop,debit_card
CUST-00067,ORD-0000320,2024-06-15,217.48,pets,desktop,money_transfer
CUST-00067,ORD-0000321,2023-09-23,38.55,pharmacy,desktop,money_transfer
CUST-00067,ORD-0000322,2023-11-16,29.21,pharmacy,mobile,account_money
CUST-00068,ORD-0000323,2024-08-22,109.34,tools_construction,desktop,credit_card
CUST-00068,ORD-0000324,2023-11-18,143.8,pharmacy,desktop,account_money
CUST-00068,ORD-0000325,2024-01-31,50.99,pharmacy,desktop,credit_card
CUST-00069,ORD-0000326,2023-09-01,151.48,pharmacy,desktop,money_transfer
CUST-00069,ORD-0000327,2023-08-07,281.32,technology,desktop,money_transfer
CUST-00069,ORD-0000328,2024-02-20,378.63,technology,mobile,account_money
CUST-00069,ORD-0000329,2023-06-01,50.0,pharmacy,mobile,account_money
CUST-00069,ORD-0000330,2024-07-12,60.59,technology,desktop,debit_card
CUST-00069,ORD-0000331,2024-07-10,406.45,technology,mobile,credit_card
CUST-00070,ORD-0000332,2024-04-10,261.19,tools_construction,mobile,debit_card
CUST-00070,ORD-0000333,2024-07-15,29.13,pharmacy,mobile,credit_card
CUST-00070,ORD-0000334,2023-11-27,691.46,tools_construction,desktop,money_transfer
CUST-00070,ORD-0000335,2024-07-05,141.65,tools_construction,desktop,money_transfer
CUST-00070,ORD-0000336,2023-11-01,308.7,tools_construction,desktop,credit_card
CUST-00070,ORD-0000337,2024-08-21,204.5,tools_construction,desktop,account_money
CUST-00070,ORD-0000338,2024-03-16,617.05,pets,mobile,account_money
CUST-00071,ORD-0000339,2024-08-12,28.3,technology,mobile,money_transfer
CUST-00071,ORD-0000340,2024-08-23,43.57,pharmacy,mobile,account_money
CUST-00071,ORD-0000341,2024-07-31,154.02,technology,mobile,money_transfer
CUST-00071,ORD-0000342,2024-07-23,436.88,pharmacy,mobile,debit_card
CUST-00071,ORD-0000343,2024-08-27,207.89,pets,mobile,account_money
CUST-00071,ORD-0000344,2024-08-25,58.37,pets,mobile,account_money
CUST-00072,ORD-0000345,2024-08-20,581.51,tools_construction,desktop,money_transfer
CUST-00072,ORD-0000346,2024-07-05,57.8,pets,desktop,account_money
CUST-00072,ORD-0000347,2023-12-14,168.03,technology,desktop,credit_card
CUST-00072,ORD-0000348,2024-04-16,144.18,pets,desktop,account_money
CUST-00072,ORD-0000349,2023-11-03,153.68,technology,desktop,debit_card
CUST-00072,ORD-0000350,2024-05-03,72.22999999999999,pharmacy,desktop,debit_card
CUST-00072,ORD-0000351,2024-02-10,313.41,pets,desktop,credit_card
